categoria,investigador,titulo_x,autores,anio,link_paper,link,titulo_paper,autores_paper,anio_paper,issn_paper,tipo,revista,titulo_y,detalle_libro,editorial,resumen,keywords,nombre,disciplina,especialidad,tema,texto_clasificacion,categoria_predicha
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/10925042,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2003.0,,Congreso,,"Libro de ACTAS - Contrastando nociones del trabajo: políticas sociales ""inclusivas"" en Argentina, Salta, Iruya (2003-2013)",Producción CyT,Acta Académica,"En el mismo año en que se replantean las políticas sociales a nivel nacional con el ""Proyecto Nacional y Popular"" y el lema de la ""inclusión"" hacia un Estado Social; en Iruya se sintetiza un proceso de larga data que refiere a la exclusión de sus habitantes con respecto a políticas de estado, demandas, derechos y servicios, condensándose en la figura del Consejo Indígena Kolla de Iruya como representante de las 23 comunidades3...","trabajo, consejo indígena kolla de iruya, secretaría de agricultura familiar, políticas sociales","MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/10925200,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2013.0,,Congreso,,"X Jornadas de Sociología : 20 años de pensar y repensar la sociología: nuevos desafíos académicos, científicos y políticos para el siglo XXI / Alcira Daroqui ; compilado por Alcira Daroqui. - Urbanización en espacios rurales: producción del espacio-territorio en Iruya (Salta, Argentina)",,Universidad de Buenos Aires. Facultad de Ciencias Sociales. Carrera de Sociología.,"Contrariamente a lo que se vende desde los medios masivos de comunicación, aquel pueblito perdido en la montaña y detenido en el tiempo nunca se perdió, menos puede decirse que se ha detenido. La movilidad espacial de sus pobladores es lo que en gran parte caracteriza a Iruya (Dpto Iruya, Salta), viajando continuamente por diversos motivos a La Quiaca, Buenos Aires, a las provincias cuyanas o al sur de nuestro país. Esta monografía ...","ruralidad, iruya, movilidad","MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/10925237,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2011.0,,Congreso,,"Actas del X Congreso Argentino de Antropología Social. La antropología interpelada: nuevas configuraciones político-culturales en América latina. - La música en el ""espacio móvil"": construcción identitaria.",,"Editorial de la Facultad de Filosofía y Letras, Universidad de Buenos Aires.","El tema tratado desde la etnografía del sonido plantea relaciones entre música-espacio-identidad;indagando desde la movilidad urbana(transporte público de colectivos)las elecciones musicales de sus pasajeros y la influencia del consumo masivo,la identidad reafirmada frente al colectivo social,soporte(mp3,etc.)y efectos de la relación individuo-música como compañía-aislamiento.¿Qué tipo de construcción identitaria se establece...","música, salta, espacio, identidad","MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/12160419,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2023.0,,Informe Técnico,,MUJERES RURALES Y CUIDADOS EN EL GRAN CHACO. PROVINCIA DE SALTA. Comunidad guaraní Yacuy de Tartagal y comunidad kolla de Nazareno. Informe.,,,"Este informe sintetiza los principales resultados de la investigación que se llevó a cabodurante el segundo semestre del año 2023, y que tuvo como objetivo relevar la demandaexistente de cuidados y cuidados comunitarios en áreas rurales del Gran Chaco, describirsus estrategias de resolución, y construir un mapeo de políticas a escala nacional y local.Aunque se trata de un estudio más amplio que considera también otras provincias (Chaco,San...",,"MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/12167299,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",,,Informe Técnico,,"Informe final de capacitación/asistencia técnica: ""equidad de género""",,,"Se presenta relevamiento técnico de la capacitación ""equidad de género"" dictada en la Comunidad de Pucará, Municipio Santa Victoria Oeste. Actividad enmarcada en el subproyecto de inversio?n rural PISEAR ""AGU?ITA PARA BEBER EN EL PERCHEL DE PUCARA?"". Los objetivos de la jornada fueron: 1.Lograr una mayor participación política de mujeres y jóvenes, promoviendo relaciones de género igualitarias en contexto...",,"MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/9846998,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2020.0,,Informe Técnico,,"Informe ampliado: efectos socioeconómicos y culturales de la pandemia COVID-19 y del aislamiento social, preventivo y obligatorio en los Pueblos Indígenas en Argentina -Segunda etapa, junio 2020-",,,"A partir de la pandemia generada por el COVID-19, con el consiguiente Aislamiento Social Preventivo y Obligatorio (ASPO) dispuesto a partir del 20/03/2020 y demás acciones implementadas desde el Estado nacional argentino, un conjunto de equipos, instituciones, investigadores, becaries y tesistas de diferentes ámbitos del país, nos agrupamos con el objetivo de elaborar un informe acerca de las consecuencias e impactos socioeconómicos y culturales que atraviesan los pu...",,"MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/9850800,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2003.0,,Tesis,,"La cuestión del ""Trabajo"" en el campo de las Políticas Sociales ?Inclusivas? (Argentina, 2003-2013) y las Prácticas del ""Trabajo a Pulmón"". El caso de Iruya.",,,"La tesis de licenciatura sintetiza los resultados de dos becas de investigación estudiantil otorgadas por el CIN mediante las convocatorias EVC 2011 y 2012 , tituladas ""La problemática del trabajo planteada por las ""políticas sociales inclusivas"" y ""La problemática del trabajo (en las ""políticas sociales inclusivas"") y los lugares del trabajo: más allá de prácticas monetarias. Trabajo a pulmón en la pro...","trabajo, consejo indígena, políticas sociales, iruya (salta, argentina)","MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"MILANA, MARIA PAULA",,,,bicyt.conicet.gov.ar/fichas/produccion/12057818,https://bicyt.conicet.gov.ar/fichas/p/maria-paula-milana,,"MILANA, MARIA PAULA",2020.0,,Tesis,,"Procesos organizativos indígenas entre los Valles interandinos (Salta, Argentina): El caso del Qullamarka",,,"El objetivo de este trabajo de tesis es reconstruir y analizar los procesos de corta y mediana duración asociados a la conformación de organizaciones indígenas kollas en los Valles interandinos de Salta y sus luchas (1983-2015). En pos de abordar la configuración social en la que estos sujetos colectivos se insertan, así como las trayectorias y tramas sociales en las cuales se inscriben sus proyectos políticos, establecemos articulaciones analíti...","procesos organizativos, pueblos indígenas, valles interandinos, kollas","MILANA, Maria Paula (INVESTIGADOR ASISTENTE)",,Antropología Social,La imbricación de la lucha por el territorio y la reproducción de la vida,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",Precarización laboral y condiciones de trabajo artístico-cultural en agrupaciones LGBTIQ+,"NAVALLO COIMBRA, Laura Belén.",2026.0,bicyt.conicet.gov.ar/fichas/produccion/12683516,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2026.0,,Artículo,REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO Asociación Argentina de Especialistas en estudios del trabajo,Precarización laboral y condiciones de trabajo artístico-cultural en agrupaciones LGBTIQ+,,Asociación Argentina de Especialistas en estudios del trabajo,"En este artículo nos proponemos analizar la intersección entre las condiciones laborales de la diversidad sexo-genérica y las dinámicas de trabajo artístico en las que se desarrolla la actividad de diversas cooperativas LGBTIQ+ en Argentina. Para ello, retomamos la experiencia de grupos cooperativos que llevan a cabo actividades, mayoritariamente vinculadas a los mundos del arte y la cultura, en diferentes regiones y provincias del país.Avanzaremos en l...","precarización, población lgbtiq+, cooperativas, trabajo","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",ANTROPOLOGIA DOS PROCESSOS DE FORMAÇÃO DE ESTADO NA AMÉRICA LATINA ? CINCO PESQUISAS RECENTES,"NAVALLO COIMBRA, Laura Belén.",2025.0,bicyt.conicet.gov.ar/fichas/produccion/12293777,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2025.0,,Artículo,ANDES (pp. 1-18) CENTRO PROMOCIONAL DE LAS INVESTIGACIONES EN HISTORIA Y ANTROPOLOGÍA. UNIVERSIDAD NAC- DE SALTA. SALTA,ANTROPOLOGIA DOS PROCESSOS DE FORMAÇÃO DE ESTADO NA AMÉRICA LATINA ? CINCO PESQUISAS RECENTES,,CENTRO PROMOCIONAL DE LAS INVESTIGACIONES EN HISTORIA Y ANTROPOLOGÍA. UNIVERSIDAD NAC- DE SALTA. SALTA,A antropologia dos processos de formação de Estado e das instituições ganhou maior relevância na América Latina especialmente nas últimas duas décadas. Os proponentes do presente Dossiê fazem parte de uma rede de pesquisadores que tem se articulado para pesquisar e debater as diversas manifestações políticas e governamentais em torno das práticas de poder naquele continente. A mesma está composta por...,"desarrollo, américa latina, antropologia dos processos de formacao do estado, política","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",¿Cómo lo hicimos? Desafíos y alcances de una investigación federal en torno a las problemáticas laborales de la población LGBTIQ+,"NAVALLO COIMBRA, Laura Belén., MARENTES, Maximiliano., BARBOZA PIRAN, Franco Alexis.",2024.0,bicyt.conicet.gov.ar/fichas/produccion/12249793,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN, MARENTES, MAXIMILIANO, BARBOZA PIRAN, FRANCO ALEXIS",2024.0,2618-4281,Artículo,Etcétera. Revista del Área de Ciencias Sociales del CIFFyH (pp. 1-15) - ISSN 2618-4281 Área de Ciencias Sociales del CIFFyH - Universidad Nacional de Córdoba,¿Cómo lo hicimos? Desafíos y alcances de una investigación federal en torno a las problemáticas laborales de la población LGBTIQ+,,Área de Ciencias Sociales del CIFFyH - Universidad Nacional de Córdoba,"Este trabajo se propone desarrollar la experiencia de investigación a partir de entrevistas realizadas en el marco del Relevamiento nacional de condiciones de vida de la diversidad sexual y genérica. Se trata del primer estudio nacional realizado a los fines de conocer las condiciones de vida de la población LGBTIQ+ y generar información estadística de calidad sobre ésta. El proyecto tuvo cuatro líneas de acción: encuesta, entrevistas, map...","metodología, trabajo, diversidad sexogenérica, entrevistas","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN","Formas de governo, desenvolvimentismos e contextos extrativistas nas Américas ? coletividades indígenas, afrodescendentes e camponesas em movimento","NAVALLO COIMBRA, Laura Belén.",2024.0,bicyt.conicet.gov.ar/fichas/produccion/12391056,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2024.0,0101-4064,Artículo,"ESTUDOS IBERO AMERICANOS, vol. 50 (pp. 1-11) - ISSN 0101-4064 PUCRS","Formas de governo, desenvolvimentismos e contextos extrativistas nas Américas ? coletividades indígenas, afrodescendentes e camponesas em movimento",,PUCRS,"Se trata de la presentación del dossier en torno a Colectividades indígenas, afrodescendientes y campesinas en movimiento: Formas de gobierno, desarrollismos y contextos extractivos en las Américas, del nacional-desarrollismo a las formas neoliberales de gobernanza. En dicha presentación se pone en debate las consecuencias de los modelos de desarrollo, principalmente entendido como desarrollo económico, para las diversas comunidades (campesinas, ...","comunidades rurales, extractivismo, colectividades afrodecendientes, colectividades indígenas","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN","HACER FESTIVAL DE DANZA, TORNARSE BAILARINES Y PÚBLICOS","NAVALLO COIMBRA, Laura Belén.",2019.0,bicyt.conicet.gov.ar/fichas/produccion/8903774,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2019.0,1981-2140,Artículo,Revista,"HACER FESTIVAL DE DANZA, TORNARSE BAILARINES Y PÚBLICOS",,CSOnline - Revista Eletrônica de Ciências Sociais UFJF,Este trabajo tiene por finalidad dar cuenta de los procesos de formación y conformación de un festival de danza contemporánea en Río de Janeiro (Brasil) que a lo largo de los años modificó su nombre y también dejó de referirse exclusivamente a la danza para abarcar las artes del cuerpo. Al tiempo que estas transformaciones se sucedían el mismo se fue convirtiendo en un evento internacional de amplio reconocimiento. Concebir el festi...,"festival, festival panorama, performance, política cultural","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN","En torno a: Pensar los afectos. Aproximaciones desde las ciencias sociales y las humanidades. Los Polvorines (Buenos Aires): Ed. Universidad Nacional General Sarmiento, 2017, p. 314","NAVALLO COIMBRA, Laura Belén.",2017.0,bicyt.conicet.gov.ar/fichas/produccion/10770845,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2017.0,0120-3045,Artículo,Revista Manguaré - ISSN 0120-3045 Univiversidad Nacional de Colombia,"En torno a: Pensar los afectos. Aproximaciones desde las ciencias sociales y las humanidades. Los Polvorines (Buenos Aires): Ed. Universidad Nacional General Sarmiento, 2017, p. 314","Se trata de una reseña del libro ""Pensar los afectos. Aproximaciones desde las ciencias sociales y las humanidades"" de Ana Abramoski y Santiago Canevaro quienes afrontan el desafío de poner en discusión problemáticas no siempre atendidas por las ciencias sociales ni las humanidades. Los distintos autores del libro dialogan con otros autores y otras autoras que se adscriben al ?giro afectivo?. Esta compilación muestra, gracias a la divergencia de pers... Se trata de una reseña del libro ""Pensar los afectos. Aproximaciones desde las ciencias sociales y las humanidades"" de Ana Abramoski y Santiago Canevaro quienes afrontan el desafío de poner en discusión problemáticas no siempre atendidas por las ciencias sociales ni las humanidades. Los distintos autores del libro dialogan con otros autores y otras autoras que se adscriben al ?giro afectivo?. Esta compilación muestra, gracias a la divergencia de perspectivas disciplinares y analíticas, una amplia y diversificada manera de aproximarse a los afectos. Ver más Ver menos",Univiversidad Nacional de Colombia,"Se trata de una reseña del libro ""Pensar los afectos. Aproximaciones desde las ciencias sociales y las humanidades"" de Ana Abramoski y Santiago Canevaro quienes afrontan el desafío de poner en discusión problemáticas no siempre atendidas por las ciencias sociales ni las humanidades. Los distintos autores del libro dialogan con otros autores y otras autoras que se adscriben al ?giro afectivo?. Esta compilación muestra, gracias a la divergencia de pers...","afectos, giro, emociones, política","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/8903772,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2018.0,1972-4527,Artículo,"Oltreoceano, vol. 14 (pp. 187-198) - ISSN 1972-4527 Forum, Editrice Universitaria Udinese, Udine","SANTOS POPULARES: VIDA, MUERTE Y SANTIDAD DE PEDRITO SANGÜESO",,"Forum, Editrice Universitaria Udinese, Udine","Este trabajo pretende presentar configuraciones en las que lo literario produce sus objetos mediante la elaboración de otras materialidades y nuevas figuras retóricas. En este sentido, Pedrito Sangüeso es parte de esos modos donde la religiosidad popular inventa formas en que lo ?literario? se construye para dar sobrevida a lo que la narración oficial deniega en el olvido.","memoria, religiosidad popular, literatura","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/11168833,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2017.0,2618-4281,Artículo,Revista,"Gobierno, veridicción y ritual",,revistas.unc.edu.ar,"Según lo indicara Marcel Mauss (1979), un ritual es un conjunto de reglas prácticas, de carácter colectivo, que tienen por fin la producción de una creencia intersubjetivamente compartida, y por el cual se modifica un estado de cosas (sea una transformación en el estatuto de los agentes que lo practican, sea una mutación en el mundo en que esa práctica se realiza). Como lo han mostrado María Laura Viveros de Cavalcanti (2013) y Mariza Peir...","ritual, gobierno, veridicción","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/6584288,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2015.0,2313-9242,Artículo,Caiana (pp. 244-251) - ISSN 2313-9242 Centro Argentino de Investigadores en Arte,Experiencia de vulnerabilidad a través de la danza,,Centro Argentino de Investigadores en Arte,"Este ensayo se propone, a partir de una etnografía realizada sobre festivales de danza contemporánea , reflexionar sobre el lugar que ocupa la palabra y los enunciados a la hora de narrar determinados procesos sociales y políticos. Supone que el uso ordinario del lenguaje no logra alcanzar aquello que dichos procesos generan en los sujetos sociales; sin embargo las artes, mediante distintos procedimientos poéticos, buscan transmitir una experiencia, en este caso del ...","arte y antropología, experiencia, violencia, danza contemporánea, vulnerabilidad","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/6409278,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2015.0,,Artículo,"REVISTA ANTHROPOLOGICAS, vol. 26 (pp. 186-214) Editora da UFPE",Administrar y curar una programación en danza contemporánea,,Editora da UFPE,"Este ensayo se propone indagar las prácticas de curaduría, dirección general y artística de un festival en danza contemporánea. Las mismas van desde la división de funciones al interior de una productora cultural o entre los realizadores del evento; la concepción y gestión de un tema curatorial que se organiza en una programación; la planifi- cación y puesta en marcha de políticas para la danza y para el público...","curaduría, políticas culturales, práctica de gobierno, gestión, administración","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/8903769,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2012.0,,Artículo,"REVISTA DE ANTROPOLOGIA, vol. 55 (pp. 747-780) UNIVERSIDADE DE SAO PAULO",Política cultural y procesos de formación de Estado: Pro Cultura Salta organiza los Abriles Culturales Salteños,,UNIVERSIDADE DE SAO PAULO,"Este trabajo reflexiona en torno al mes cultural llamado Abril Cultural Salteño llevado a cabo por la asociación sin fines de lucro Pro Cultura Salta. A través de este análisis se pretende ver cómo la ""idea"" de unos amigos se consolida en una política de Estado orientada a la cultura, particularmente durante la década de los noventa en la ciudad de Salta. Mostrando las transformaciones de los Abriles Culturales en este momento hist&oacu...","pro cultura salta, política gubernamental, cultura, estado","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/8903768,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2011.0,1984-1191,Artículo,"Iluminuras, vol. 12 (pp. 1-23) - ISSN 1984-1191 Publicação Eletrônica do Banco de Imagens e Efeitos Visuais - NUPECS/LAS/PPGAS/IFCH e ILEA/UFRGS",De charlas de café a una política cultural,,Publicação Eletrônica do Banco de Imagens e Efeitos Visuais - NUPECS/LAS/PPGAS/IFCH e ILEA/UFRGS,El objetivo de este trabajo es mostrar cómo se constituyó la entidad civil prestando atención a las prácticas y las relaciones sociales que la tornaron posible. Pro Cultura Salta fue creada para promover el arte y la cultura a través de la realización de un mes de actividades culturales. Para las personas que la idearon la formación tanto de la asociación como del Abril Cultural es presentada como una ?ocurrencia? y no necesariamente como ...,"redes sociales, política gubernamental, cultura, asociación civil sin fines de lucro","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/8903767,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,"NAVALLO COIMBRA, LAURA BELÉN",2010.0,,Artículo,"CUADERNOS DEL SUR (pp. 141-158) INSTITUTO DE HUMANIDADES, UNIVERSIDAD NACIONAL DEL SUR",Políticas culturales: Pro Cultura Salta y el Estado,,"INSTITUTO DE HUMANIDADES, UNIVERSIDAD NACIONAL DEL SUR","Este trabajo se pregunta por: qué es una política cultural, cómo es llevada a cabo y quiénes son los agentes que la realizan. A partir de un ejercicio etnográfico y, tratando de responder a esos interrogantes, discutiré sus términos: política y cultura para desnaturalizar los sentidos atribuidos a esas nociones. Para llevar a cabo este objetivo tomaré como unidad de análisis a Pro Cultura Salta, una asociación civil si...","política cultural, abril cultural salteño, proceso civilizatorio, estado","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/12321170,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,,2025.0,,Libro,,Hacer cultura. Arte y política en la Salta contemporánea,Hacer cultura. Arte y política en la Salta contemporánea,Ed. ICSOH,"El análisis de la asociación civil Pro Cultura Salta permite reflexionar y problematizar los modos en que se llevan a cabo las políticas culturales en la ciudad y en la provincia de Salta: los modos de hacer cultura, las maneras en que ésta deviene en una política a ser administrada y los y las agentes sociales encargados/as de realizarla.","cultura, salta, estado, política cultural","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/12335509,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,,2024.0,,Libro,,"Armazenando utopias - Dança, festivais e ação política no Brasil","Armazenando utopias - Dança, festivais e ação política no Brasil",Editorial Universidade Estadual do Rio de Janeiro,"El libro es el resultado de una etnografía en torno a festivales internacionales de danza contemporánea en dos ciudades de Brasil, Río de Janeiro y Fortaleza, y abarca procesos que sucedieron entre finales del siglo XX e inicios del siglo XXI. En él se aborda a los festivales en sus múltiples dimensiones: económica; política; artística; subjetiva. Plantea que éstos pueden ser entendidos como una configuración histórica...","políticas culturais, dança contemporánea, festivais, estado, brasil","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
INVESTIGADOR,"NAVALLO COIMBRA, LAURA BELÉN",,,,bicyt.conicet.gov.ar/fichas/produccion/12304900,https://bicyt.conicet.gov.ar/fichas/p/laura-belen-navallo-coimbra,,,2024.0,,Libro,,"Políticas de gobierno y prácticas de poder. Estudios de Antropología del Estado y de las instituciones desde Argentina, Brasil, Chile y México","Políticas de gobierno y prácticas de poder. Estudios de Antropología del Estado y de las instituciones desde Argentina, Brasil, Chile y México",Morula/ICSOH,"El germen de este libro fue un simposio organizado para el VI Congreso de la Asociación Latinoamericana de Antropología (ALA), en noviembre de 2020. El congreso hubo de celebrarse de forma virtual a causa de la pandemia derivada del Covid-19. Aún a través de pantallas, sin embargo, el simposio nos dio la oportunidad de compartir y actualizar nuestras investigaciones y fortalecer, así, la red de investigadores e investigadoras del Grupo de Trabajo...","antropología del estado, américa latina, poder, instituciones","NAVALLO COIMBRA, Laura Belén (INVESTIGADOR ADJUNTO)",,"Antropología del poder, de la gestión pública y las prácticas culturales; Sociología de la Cultura",Pedagogías participativas: procedimientos administrativos de implementación de los lugares mágicos,sin datos,Comunicaciones
