categoria,investigador,titulo_x,autores,anio,link_paper,link,titulo_paper,autores_paper,anio_paper,issn_paper,tipo,revista,titulo_y,detalle_libro,editorial,resumen,keywords,nombre,disciplina,especialidad,tema,texto_clasificacion,categoria_predicha
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292341,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2012.0,,Capítulo de Libro,Ver más,"""Como una cadena que nunca se corta"". Horizontes de pasado, entramados de poder y visiones subalternas.","""Como una cadena que nunca se corta"". Horizontes de pasado, entramados de poder y visiones subalternas.",CEPIHA - EDUNSA,"Inscripto en las discusiones sobre subalternidad/hegemonía y producción y apropiación social del pasado, este trabajo analiza relatos de gauchos agrupados en un tipo de institución denominada fortines. Se caracteriza la composición del campo de lo gaucho en Salta, constituido por diversidad de actores e instituciones, donde las relaciones que se entablan entre las institución gaucha oficial (Agrupación Tradicionalista de Salta Gauchos de Güe...","visiones subalternas, pasado, relaciones de poder, gauchos","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292349,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2011.0,,Capítulo de Libro,,Antropología y Fotografía. Un recorrido por la Antropología visual y sus deslizamientos,Antropología y Fotografía. Un recorrido por la Antropología visual y sus deslizamientos,EDUNSa - Editorial Universidad Nacional de Salta,"Un recorrido por la Antropología visual y sus deslizamientos. Andrea Villagrán y Rodrigo Castro. Proponemos un recorrido en el cual se resaltan algunos puntos de contacto entre antropología y fotografía, concentrándonos específicamente sobre las cambiantes formas que fue asumiendo su vinculación. El trayecto propuesto en este artículo no pretende abarcar la historia general del desarrollo de la fotografía y la antropología si...","fotografía, antropologia visual, antropología","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/12060794,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,"VILLAGRAN, ANDREA JIMENA",2011.0,,Capítulo de Libro,,"""El general gaucho"": Historia representaciones sociales en el proceso de construcción del héroe Güemes","""El general gaucho"": Historia representaciones sociales en el proceso de construcción del héroe Güemes","CEPIHA, Facultad de Humanidades, UNSa","""El general gaucho"".Historia y representaciones sociales en el proceso de construcción del héroe Güemes. En este trabajo nos proponemos recomponer algunos trazos significativos del proceso de heroización de la figura histórica emblemática de Salta. El recorrido que conduce hacía la consagración de la figura en héroe local y símbolo de ''la identidad salteñ'', tiene un desenlace en fases dife...","política, proceso de heroización, historia, cultura","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/12055471,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,"VILLAGRAN, ANDREA JIMENA",2010.0,,Capítulo de Libro,,"Globalización, contactos y contrastes: Reflexiones a propósito del filme babel","Globalización, contactos y contrastes: Reflexiones a propósito del filme babel",Universidad Nacional de Salta,"Entre las múltiples lecturas que el filme babel habilita, optamos por el recorrido que nos conduce a reflexionar acerca de las formas de vida en el mundo contemporáneo, las interacciones sociales y los límites territoriales. La tensión constitutiva de lo global y lo local es el eje escogido, deslizándonos a través de interrogantes sobre las fronteras culturales y la forma que asumen los contactos en el mundo contemporáneo. A partir de un modo de ...","cultura, contrastes, desigualdad, globalización","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/2437251,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2010.0,,Capítulo de Libro,,Artes de gobierno en Salta. Imágenes de bienestar y administración de la pobreza,Artes de gobierno en Salta. Imágenes de bienestar y administración de la pobreza,EDUNSa - CEPIHA Editorial UNSa y CEPIHA,"Se propone el análisis de las artes de gobierno en Salta durante los tres mandatos sucesivos de Juan Carlos Romero (1995 - 2007), concentrándose principalmente en dos de las distintas dimensiones implicadas en éstas. Las primeras serían las políticas gubernamentales dirigidas a crear una imagen de bienestar, como parte de la estrategia de legitimación del gobernante, las cuales se traducen particularmente en obras sobre el espacio de la ciudad y la prom...","ciudad, cultura y poder, imagenes, gubernamentalidad","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292378,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2009.0,,Capítulo de Libro,,"Lazos de Familia. Políitca, aproximación etnográfica y perspectiva histórica","Lazos de Familia. Políitca, aproximación etnográfica y perspectiva histórica",Antropofagia,"El trabajo que aquí presentamos se inscribe en una investigación de mayor alcance que indaga acerca de las relaciones entre cultura y política en Salta, poniendo en relación pasado y presente a través de situaciones significativas. Con pretensiones acotadas, el texto aquí propuesto gira alrededor de esas inquietudes. Nos ubicamos en el contexto de lo que la literatura histórica denomina nepotismo, oligarquía y/o gobiernos aristocrát...","perspectiva etnográfica, historia, cultura, política","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/2437284,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2012.0,,Congreso,,"Actas - Nociones morales, eventos críticos y entramados de poder en un espacio rural. El caso de las Fincas vitivinícolas del norte de Argentina",,Universidad de Antioquia,"Proponemos aquí relacionar, desde una perspectiva etnográfica, el universo moral y las configuraciones de poder situando la indagación en un espacio rural. El locus son las fincas de cultivo de vid y producción de vino, de la región de los Valles calchaquíes, provincia de Salta. Estas, que pueden considerarse unidades económicas, se abordan como una configuración socioeconómica y de poder singular, donde tienen lugar relaciones soci...","eventos críticos, fincas vitivinícolas, nociones morales, entramados de poder","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292382,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2012.0,,Congreso,,"Actas - Procesos de patrimonialización y reconfiguraciones sociales. El caso del Valle Calchaquí, Norte de Argentina?.",,Universidad de Chile,"Procesos de patrimonialización y reconfiguraciones sociales. El caso del Valle Calchaquí, norte de Argentina. A los fines de aportar a la reflexión crítica de los procesos de patrimonialización en América Latina y las problemáticas sociales emergentes de éstos en contextos particulares, proponemos el estudio etnográfico de un caso, circunscripto a la Región de los Valles Calchaquíes, provincia de Salta, Norte de Argent...","fincas vitininícolas, reconfiguraciones sociales, patrimonialización, eventos críticos","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292389,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2011.0,,Congreso,,"Actas del XXXV Simposio de historia y antropología - Independencia y colonialidad en la historia. El caso de Salta, Norte de Argentina",,"Universidad de Sonora, México","El trabajo tiene como objetivo revisar la historia de la independencia argentina desde el tratamiento que realizan autores locales, tomando por caso la provincia de Salta, ubicada al norte de Argentina. En general, en la construcción de la historia local prevalece un enfoque conservador, hispanista y colonial, propio de las ideas de los grupos dominantes que ocuparon puestos dirigentes de la sociedad hasta muy avanzado el siglo XX. Para ello revisaremos la obra de dos autores considerado...","salta, historia, colonialidad del poder","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292385,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2011.0,,Congreso,Ver más,"Actas del X CAAS - ""Ser Gauchos"" en Salta. El pasado en el presente, fincas rurales y visiones desde la subalternidad.",,XCAAS,"Grupo de trabajo 25.La Antropología y los usos de la Historia. Andrea Jimena Villagrán Becaria postdoctoral CONICET CEPIHA ? UNSA El pasado en el presente, fincas rurales y visiones desde la subalternidad. Desde una aproximación a la experimentación social del pasado y los procesos situados de historización, exploro aspectos relativos a las relaciones sociales en Salta. Ingreso al tratamiento desde las visiones subalternas, de los gauchos nucleados en Fortines...","visiones subalternas, poder, pasado, antropología e historia","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/2437504,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2009.0,,Congreso,,Actas de la Reunión ecuatorial de antropología - Gauchos e sertanejos: uma aproximação histórico - antropológica à comparação entre tipos sociais de regiões periféricas a dois estados nacionais,,UFRN Departamento y Programa de posgrado en Antropología -,"No presente trabalho propomos uma discussão comparativa ao redor da figura do gaucho do noroeste argentino e do sertanejo do nordeste brasileiro, no marco de uma reflexão antropologica e de gênero sobre a construção de tipos sociais como categorias classificatorias do Outro. Os discursos nacionalistas, com marcas temporais distintivas, tenderam a espacializar esses tipos sociais nas regiões citadas, e em tal construção houve uma exalta&cced...","estados nacionales, tipos sociales, sertanejo, gaucho","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292398,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2009.0,,Congreso,,"Actas de la VIII Reunión de Antropología del Mercosur - la muerte del héroe gaucho, Representaciones del pasado y construcción de identidades. Una aproximación etonográfica al 17 de Junio en Salta",,UNSAM,"Explorar las representaciones donde convergen pasado y presente en la conformación de la trama ritual del 17 de Junio, y se implican distintos actores sociales en un repertorio amplio de prácticas, es el propósito principal del trabajo que proponemos. En esta fecha se rinde homenaje al ""héroe gaucho"" General Martín Miguel de Güemes (GMMG) y se conmemora su muerte acaecida en 1821. Sin embargo, esta ritualización se incrusta en otras situa...","identidades, ritual, representación, héroe gaucho","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292445,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,1995.0,,Congreso,Ver más,"Actas de VIII CAAS - Lo ""tradicional"" en lo moderno. Sobre el uso y la apropiación del pasado, sus símbolos e imágenes en la gobernación de Juan Carlos Romero, Salta 1995 en adelante",,Universidad Nacional de Salta,"La constante apelación al «pasado», la «historia» y la «tradición» junto con la propagandización de un porvenir que se acerca de la mano del «progreso», la eficiencia y la modernización, son elementos distintivos de la forma de hacer política de la gobernación de Juan Carlos Romero, quien lleva tres mandatos sucesivos en ese cargo (95 - 2007). En el orden del discurso conviven armónicamente esas dos...","política, ""modernidad"", ""tradición""","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292452,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,2005.0,,Congreso,Ver más,Actas de las Jornadas de Investigación en Humanidades y Ciencias Sociales UNJU - Prácticas y representaciones en el panorama político de la última década en Salta,,UNJu,"A través de este trabajo proponemos realizar un acercamiento a las prácticas políticas que se perfilaron durante los últimos 10 años en Salta, lo cual nos conduce a indagar acerca de las características que adquiere la gobernación de Juan Carlos Romero (tres mandatos sucesivos 95-2007). Asimismo, para trazar el mapa político, exploraremos el ingreso de esta figura a dicho ámbito, para lo cual, el gobierno de Romero padre constituye ...","prácticas, salta, política, representaciones","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292464,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,,,Informe Técnico,,Informe de pasantìa fuera del lugar de trabajo,,,"Informe desarrollado en el marco de una estancia como estudiante de posgrado Huésped en el Centro de Investigación y Estudios superiores en Antropología Social, CIESAS, Sureste, Chiapas, México.",,"VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292469,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,,1995.0,,Informe Técnico,,"Informe de Beca de Investigación CIUNSa ""La Salteñidad, estrategias políticas, imágenes e imaginarios"" Períodod 1995-2005",,,"Informe de la investigación realizada en el marco de la Beca de investigación para estudiantes avanzados del Consejo de investigación de la Universidad Nacionald de Salta. El objetivo de la investigación fué indagar, desde la mirada de la antropología política, las escenificaciones de la salteñidad. Focalizando sobre la relación entre ritual, símboloes y poder. La investigación",,"VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"VILLAGRAN, ANDREA JIMENA",,,,bicyt.conicet.gov.ar/fichas/produccion/7292455,https://bicyt.conicet.gov.ar/fichas/p/andrea-jimena-villagran,,"VILLAGRAN, ANDREA JIMENA",2011.0,,Tesis,,"El héroe Martín Miguel de Güemes: entre narrativa histórica, ceremonia conmemorativa y memorias gauchas. Una aproximación a tres formas sociales de producción y apropiación del pasado en Salta.",,,"En la tesis se analiza la producción social del pasado en Salta, tomando como eje una figura histórica que ocupa el lugar de máximo héroe local y símbolo de referencia de la ""salteñidad"". Se reconstruye el proceso de heroización del General Martín Miguel de Güemes a través de la revisión de narrativas históricas canónicas, de las obras fundantes de la historia oficial salteña. Asimismo, se ...","memorias subalternas, discursos hegemónicos, producción social del pasado, martín miguel de güemes","VILLAGRAN, Andrea Jimena (INVESTIGADOR ADJUNTO)",,Antropología política y de la historia,"Un abordaje etnográfico de los procesos, las tramas y dinámicas cotidianas de estatalización a nivel municipal",sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS","Desde el tiempo inmemorial: Mapas, litigios y lugares de memoria en las misiones fronterizas de América del sur (siglos XVII-XVIII)","WILDE, Guillermo Luis.",2025.0,bicyt.conicet.gov.ar/fichas/produccion/12727023,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2025.0,,Artículo,"IdeAs, vol. 26 Institut des Amériques","Desde el tiempo inmemorial: Mapas, litigios y lugares de memoria en las misiones fronterizas de América del sur (siglos XVII-XVIII)",,Institut des Amériques,"Este artículo estudia la producción de mapas en las fronteras misionales de América del Sur durante los siglos XVII-XVIII. Tomando como caso las misiones jesuíticas (reducciones) de guaraníes en el Río de la Plata, analiza la instrumentación de los mapas y documentos complementarios en la construcción de una memoria territorial asociada a eventos de la evangelización y la etnogénesis misional. Argumentamos que los mapas busca...","fronteras, misiones, cartografia, jesuitas","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS","Historia global, historia del conocimiento, historia del cuerpo: Una mirada desde las fronteras coloniales de América del Sur","WILDE, Guillermo Luis.",2024.0,bicyt.conicet.gov.ar/fichas/produccion/11917163,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2024.0,0286-1127,Artículo,"Annals of Latin American Studies, vol. 44 (pp. 1-33) - ISSN 0286-1127 J-STAGE GLOBAL","Historia global, historia del conocimiento, historia del cuerpo: Una mirada desde las fronteras coloniales de América del Sur",,J-STAGE GLOBAL,"Este ensayo aborda los espacios o situaciones fronterizos de la América Colonial como escenarios fundamentales en la producción de una modernidad global.A partir de un estudio de las misiones religiosas como espacios de frontera propone un diálogo con tres campos conceptuales y metodológicos del mainstream historiográfico reciente, a saber, la historia global, la historia del conocimiento y la historia del cuerpo. Considero necesario repensar eso...","historia del conocimiento, fronteras, historia global, corporalidad","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",Global Ethnohistory?: Indigenous Agency in the Imperial Fluxes of Colonial Latin America,"WILDE, Guillermo Luis.",2024.0,bicyt.conicet.gov.ar/fichas/produccion/12485223,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2024.0,2941-7562,Artículo,"Globalgeschichte / Global History, vol. 2 (pp. 1-22) - ISSN 2941-7562 Harrassowitz Verlag",Global Ethnohistory?: Indigenous Agency in the Imperial Fluxes of Colonial Latin America,,Harrassowitz Verlag,"The historiographical turn to the global has tended to eclipse the analysis of local dynamics and processes. In this context, indigenous agency as a central interest of ethnohistory and historical anthropology needs to be rethought. This article proposes a historiographical revision of some of the main topics which the ethnohistory of colonial Latin America, both as a concept and a methodology, has dealt with. The first part examines the debates on native regimes of historicity against the back...","ethnohistory, empires, borderlands, indigenous agency","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",Tecnologías de la Memoria: Mapas y Padrones en la Configuración del Territorio Guaraní de las misiones,"WILDE, Guillermo Luis.",2021.0,bicyt.conicet.gov.ar/fichas/produccion/9887474,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2021.0,,Artículo,"Hispanic American Historical Review, vol. 101 Duke University Press",Tecnologías de la Memoria: Mapas y Padrones en la Configuración del Territorio Guaraní de las misiones,,Duke University Press,"La confección de mapas y censos poblacionales o padrones constituyeron dos instrumentos cruciales en el proceso de configuración territorial de las misiones guaraníes. Ambas tecnologías, incorporadas por los jesuitas para el gobierno de la población y el territorio misionero, no solamente sirvieron para representar o describir la situación de las misiones en distintos momentos, sino que constituyeron dispositivos fundamentales para delimitar el espacio ...","cacicazgo, misiones jesuiticas, cartografia, frontera","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",''Cartas vivas'' en la expansión del cristianismo ibérico: Las órdenes religiosas y la organización global de las misiones,"WILDE, Guillermo Luis.",2020.0,bicyt.conicet.gov.ar/fichas/produccion/12006929,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2020.0,,Artículo,"Nuevo mundo mundos nuevos, vol. 2020 (pp. 1-22) Open Journal Editions",''Cartas vivas'' en la expansión del cristianismo ibérico: Las órdenes religiosas y la organización global de las misiones,,Open Journal Editions,"This article comparatively analyzes the characteristics of the communication of information of the religious orders between their missionary provinces and their Roman headquarters. We study the unexplored interregional similarities in the functioning of the different provinces of a same order and we establish similarities, differences and nuances in the treatment different religious orders gave to their internal communication. The first section deals with the debate on the limitations of writte...","ordenes religiosas, procuradores, historia global, jesuitas","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",(Des)clasificando la cultura escrita guaraní.Un enigmático documento trilingüe de las misiones jesuíticas del Paraguay,"VEGA, Fabián Roberto., WILDE, Guillermo Luis.",2019.0,bicyt.conicet.gov.ar/fichas/produccion/12016987,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"VEGA, FABIÁN ROBERTO, WILDE, GUILLERMO LUIS",2019.0,,Artículo,"Corpus, vol. 9 (pp. 1-36) Open Edition Journals",(Des)clasificando la cultura escrita guaraní.Un enigmático documento trilingüe de las misiones jesuíticas del Paraguay,,Open Edition Journals,"This article analyses an enigmatic document found at Buenos Aires National Archive. It is a small folio written on recto and verso containing text excerpts in three languages: Guarani, Spanish and Latin. We try to understand possible uses of this document in the context of missionary written culture of the Jesuit province of Paraguay shared both by the Jesuit missionaries and the members of the Indigenous elite, while broadly exploring the political and religious praxis of the Guarani mission t...","lengua guarani, cultura escrita, paraguay, emblematica","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",,", ",,bicyt.conicet.gov.ar/fichas/produccion/12021261,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS, VEGA, FABIÁN ROBERTO",2019.0,,Artículo,"VARIA HISTÓRIA, vol. 35 (pp. 461-506) Universidade Federal de Minas Gerais","De la indiferencia entre lo temporal y lo eterno: Élites indígenas, cultura textual y memoria en las fronteras de América del Sur",,Universidade Federal de Minas Gerais,"In this article we analyze the indigenous textual culture of the Jesuit-Guarani missions and explore the applicability of a distinction  established in the literature of linguistics  between temporal (secular) and eternal (religious) writings. First, we propose a typology of missionary textual culture based on the different spaces used by the indigenous elite such as the cabildo and confraternities. Second, we analyze three groups of sources: spiritual ...","cultura escrita, misiones de guaraníes, memoria","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",,,,bicyt.conicet.gov.ar/fichas/produccion/12026899,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2019.0,1060-9164,Artículo,"Colonial Latin American Review, vol. 28 (pp. 10-36) - ISSN 1060-9164 Routledge",Regímenes de memoria misional: formas visuales emergentes en las reducciones jesu?íticas de América del Sur,,Routledge,"Este artículo analiza la formación de regímenes de percepción visual en las misiones jesuíticas de América del sur. La primera parte analiza características generales del proceso de incorporación de imágenes cristianas a los contextos misionales fronterizos en su etapa formativa, asociándolas a una transformación radical de los conceptos nativos de subjetividad. La segunda parte se detiene en la identificación d...","cartografía, agencia indígena, arte, misiones jesuiticas","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",,,,bicyt.conicet.gov.ar/fichas/produccion/11982006,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2018.0,0121-1617,Artículo,"Historia Crítica, vol. 69 (pp. 99-114) - ISSN 0121-1617 Universidad de Los Andes",La agencia indígena y el giro hacia lo global,,Universidad de Los Andes,Este artigo explora a problemática da agência indígena na antropologia histórica latino-americana procurando articulá-la com os debates que a chamada viragem para o global propõe. A primeira parte foca-se na emergência da agência indígena e na reflexão sobre as formas da consciência histórica não ocidental. A segunda aborda a reemergência do agente imperial e seu deslocamento aos estudos sobre as fronte...,"frontera, agencia indígena, iberoamérica, global","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",,,,bicyt.conicet.gov.ar/fichas/produccion/11981098,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2018.0,,Artículo,"Jesuit Historiography on line, vol. 2018 (pp. 1-17) Brill",Jesuits in Portuguese-Speaking America: A Historiographic Vacuum in Post-Restoration Period,,Brill,"In this essay, we propose a journey through post-restoration historiographic production from the late nineteenth century to the present. The first part focuses on the role of Jesuit historiography in the foundation of Brazilian national history. We highlight the role played by the Brazilian Historical Geographical Institute in the vindication of the figure of the first Jesuits arrived in Brazil. The second part focuses on the pioneering work of Jesuit Serafim Leite (18901969), quickly ad...","portuguese region, brazil, jesuits, post restoration","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
INVESTIGADOR,"WILDE, GUILLERMO LUIS",,,,bicyt.conicet.gov.ar/fichas/produccion/7866694,https://bicyt.conicet.gov.ar/fichas/p/guillermo-luis-wilde,,"WILDE, GUILLERMO LUIS",2017.0,2448-783X,Artículo,"Historia y grafía, vol. 29 (pp. 147-175) - ISSN 2448-783X Universidad Iberoamericana. Departamento de Historia","Fundación de una praxis jesuítica. Perfil misionero, disputas territoriales y formas de autorrepresentación en la época de Claudio Acquaviva, A Jesuitical Praxis Foundation. Missionary Profile, Territorial Disputes and Forms of Self-representation in Times of Claudio Acquaviva",,Universidad Iberoamericana. Departamento de Historia,"El generalato de Claudio Acquaviva (1581-1615) constituyó una etapa fundacional en la organización sudamericana de la Compañía de Jesús. En ese periodo se produjo una redistribución territorial de las provincias de la Orden en el Cono sur, se dio un fuerte impulso a la actividad misionera y se definió un sistema de toma de decisiones que daba autonomía creciente a las autoridades intermedias en asuntos locales. Dicha praxis jesuític...","misiones, cultura devocional, claudio acquaviva, praxis jesuita","WILDE, Guillermo Luis (INVESTIGADOR PRINCIPAL)",,Etnohistoria,CIENCIA COLONIAL,sin datos,Comunicaciones
